x1,x2,y
-3.4141229437848963,2.67091542309731,0
-7.986339143030669,-3.2462141153579465,1
-2.014824297915622,1.385577118668024,0
-3.002052167622158,4.381160671005359,0
-0.6287323023820379,2.176747764111288,0
-1.8285759607577796,3.8117661032961543,0
-6.84677668650834,-1.5401327512920684,1
0.14215199258030298,3.0390341504944955,0
-1.9004890495255349,1.9402483979503082,0
0.7573527511554059,6.6378934744121345,0
-3.8493835974306037,4.745254734960498,1
-2.544018464974866,5.053544576046026,0
1.4580511752911987,4.625295261694018,0
0.6079789787223548,2.2067073342151,0
-0.4173945042705032,6.318733277092554,0
-9.446384353352958,-7.479848149345667,1
-1.0883852554400024,6.176772197384618,0
-3.570410430695898,5.578310731048393,0
-2.899561593844779,5.8025539369876,1
-3.9799001159130722,7.106703506206614,0
-8.401584913055215,-4.157212625890405,1
-9.271016666504572,-5.912788930253164,1
-2.2797934529846398,-0.4631856593711161,0
-2.162908321211369,5.171920216291889,0
-8.817633575331442,-5.312116113357673,1
-1.0282900114653095,0.36208743719515546,0
-1.5722219195917415,3.95386138381595,0
-4.405794546442031,5.036808652927745,0
-3.3995763523302243,5.144870807936909,0
-5.217420578986078,-3.462502848984965,1
0.9528522243223772,3.1972839305144096,0
-3.8941806032190756,4.875321264477346,0
1.2646559681414282,0.28620844984785343,0
-3.8607982603743625,6.69593728852239,0
-0.3414603137480996,1.1516131876106468,0
-1.7982172993294858,4.189705734496082,0
-0.6531902790778679,6.9929416339076855,0
-8.773247457396995,-2.463579474481901,1
-2.5052738287300707,4.579418681891736,0
-6.683463227567251,-1.1180005213644848,1
0.02216321033368751,4.200715433696086,0
0.0458482175020527,4.477210062952676,0
-5.4058818612191235,6.247720104953074,0
-1.2864371239719514,5.2265931632596745,0
-1.5380595143495066,4.828739378858595,0
-0.2994202261923107,3.766886671045819,0
-0.03765656034140852,6.4953740582576796,0
-0.04187118541715584,7.985999235255704,0
-2.591869619600376,7.176472556140439,0
-0.6337002651125019,3.8103041986377297,0
-0.6018004147781719,-0.06768315338177988,0
-0.10472149545079446,4.168947524636983,0
-9.955368846476803,-3.0960310680954324,1
-9.211494013945135,-7.601188252613593,1
-6.1137851696485495,1.00782265939857,0
-8.784615702826512,-5.427927802883069,1
-7.960607554117337,-1.4922321474537554,1
-0.3503996007751191,4.304112973627833,0
0.6633200574002673,4.351431096307206,0
0.07821240806321583,5.907313148573178,0
-1.9315145581496986,2.811950297856902,0
-2.057556273555969,8.139432619147412,0
-0.8249558959987949,5.97603117087434,1
-2.2177553490351007,7.652188040751163,0
-0.36227261776718556,4.621176456490341,0
0.42061840035967046,2.5696097922431096,0
0.36069444872092893,6.246525735338688,0
-9.355180674685439,-5.403778398853937,1
-3.3821926275006042,5.755912920219107,0
-1.6158342326954152,3.4691422362873787,0
-2.5794455676298944,5.695197200903806,0
2.4720067344891485,1.4641760171779117,0
2.6160962289304446,2.8354218750026905,0
-0.9162193235247893,8.11250883898192,0
-5.007951521186384,6.056549517721133,0
0.8879519543690333,8.340693367352632,0
-9.4215561696428,-0.9571321802091366,1
-5.52826902840133,-3.859656137646602,1
-9.649603571329644,-3.597457431439983,1
-0.3361977530165545,6.3791942292672905,0
-6.919298484342976,-6.250757006637096,1
-9.445506995806552,-4.447381529134676,1
-9.668382371954689,-2.397000189164072,1
-0.6691372579925992,4.057083549358159,0
-4.547787516807698,3.397558142950259,0
-2.0327178929714527,4.292840907071467,0
-2.429224403614101,7.322706346062201,0
-1.8915302768933124,4.055571931519657,0
-4.323463238983017,0.8851127480455947,0
-1.7302957557059417,8.627699976044582,1
-2.482838232325485,6.963546034526605,0
-7.877057485339487,-7.37568386661219,1
-2.850895667769101,3.788247231559437,0
-9.009029201688344,-6.941736077912573,1
-8.780145185836883,-7.716170281695324,1
-8.635754649025,-0.4281307445299092,1
-9.853208705341332,-1.9337738774680875,1
-1.3750571608958844,5.433500828820256,0
-9.968815673617529,-6.912508616595429,1
-0.7768310188113559,4.206179402276162,0
-8.99485332386644,-4.910576695085574,1
-1.4028059256366312,7.927320235993806,0
-2.0326994497632174,4.202998123784871,0
-2.693748821788976,2.412436213542636,0
-5.5637704804389845,1.601831577936888,0
-8.226060905721287,-3.5736252485970135,1
-9.676582520168079,-4.1936484986207025,1
-9.789605724234923,-2.897341703219532,1
-8.281689599470939,-6.670942229567064,1
-0.27282745462775093,2.890355211730697,0
-2.610305656224484,5.361710232478276,0
-7.6871889928168,-3.261233054793857,1
-0.7372317059944851,2.054524525960531,0
0.43042891339927536,5.623519265812861,0
0.07125535270083705,-0.19658752491740383,0
-2.497435701304766,3.4481200385883497,0
-6.095739384021778,-7.072065431973311,0
-1.6247410893485108,2.162452411349385,0
1.582264665294975,2.7941202340787132,0
-1.5039176501231082,5.64325039284021,0
-8.74335843287005,-3.627732046749621,1
-3.110754144217375,2.6709525135959806,0
-9.466427698624532,-4.474280665093964,1
-3.874984910517625,4.371053233022877,0
-3.0339053061877186,2.7160785858457226,0
-2.3043943139755347,3.6383811595063302,0
-9.598193393267847,-2.087905719987021,1
-2.0044163210493915,2.650773033000418,0
-9.003174306361148,-3.4786831486840115,1
-7.930810897124626,-4.245895096585913,1
-3.0622487584628737,3.3320438210924848,0
-9.420479072299491,-3.8367337818750364,1
-1.3470322054083528,4.026047818673438,0
-4.119676177282443,5.5075648607955925,0
-1.2629604656949804,4.644507160458079,0
-0.759248880414162,7.937160069881305,0
-8.824475466451412,-1.6029911722484944,1
-3.1683557879418256,6.912226179309737,0
1.2261939510440985,3.3271267444381767,0
-4.961002437596719,2.6253787005170652,0
-7.742209813752643,-3.8527620693091076,1
1.1555200945339372,4.664693028264613,0
0.1436215352370711,5.411478546646898,0
-1.0214817138343228,3.9077491178883412,0
-1.9959575854379519,4.05812918022718,0
-9.09727701957741,-2.6984743818569834,1
-3.2233832713221213,3.5314719031859996,1
-8.799286032734585,-6.8938227254058315,1
-2.724027947744875,6.642756662278552,0
-0.45492134535726203,5.2470542761372805,0
-6.158127930796926,-6.736736299471271,1
-9.57951915050206,-0.843316558697027,1
-8.784904615045427,0.6340866773511511,1
-7.2457299062416,8.281547496075321,0
-9.15170608448655,-4.2218456766238415,1
-9.14587215064747,-3.8551877530799437,1
-9.439401596383775,-0.6722412502526676,1
-2.1324338095744935,5.86211686884246,0
-0.6006292572431016,4.6818922888379335,0
0.3628542216012969,1.453364547802801,0
-8.06527077849642,-2.501514842321562,1
-0.7563280048380369,6.614838521449588,0
-0.09950563527126177,3.147606660735602,0
